title, gender, creator, genre, firstAppearance, species, birthDate, birthYear, deathDate, deathYear, deathCause, ethnicity, religion, nationality, country, region
Benji Dunn, NA, NA, NA, Mission: Impossible III, NA, NA, NA, NA, NA, NA, NA, NA, NA
Benji McHugh, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Benjy Hawk, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Benthesikyme, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Benton Fraser, NA, Paul Haggis, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beowulf (DC Comics), NA, Michael Uslan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beowulf (hero), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beppe di Marco, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beppo (comics), NA, Otto Binder and George Papp, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bereet, NA, Walt Simonson and Doug Moench, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beres (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernadeth, NA, Jack Kirby, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernard Evslin, NA, NA, NA, NA, NA, 1922-01-01, 1922, 1993-06-04, 1993, Cardiac arrest, NA, NA, NA
Bernard Quatermass, NA, Nigel Kneale, NA, The Quatermass Experiment (1953), NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernard Woolley, NA, NA, NA, Open Government, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernd von Beyenbach, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernice Thomas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernice Waverley, NA, NA, NA, In The Hands Of Giants Pt 1 and 28 August 2007, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernie McCullough, NA, Bernie Mac and Larry Wilmore, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beroe (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Berserker (comics), NA, Jeremy Haun and Rick_Loverd, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bert (Sesame Street), NA, NA, NA, Sesame Street Test Pilot (1969), NA, NA, NA, NA, NA, NA, NA, NA, NA
Bert (comics), NA, Kamagurka, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bertie Wooster, NA, P. G. Wodehouse, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bertie the Bus, NA, NA, NA, Tank Engine Thomas Again(The Railway Series) and Thomas Terence and the Snow (Thomas & Friends), NA, NA, NA, NA, NA, NA, NA, NA, NA
Beryl the Peril, NA, David Law, NA, The Topper issue 1 (7 February 1953), NA, NA, NA, NA, NA, NA, NA, NA, NA
Berzerker (comics), NA, Walt Simonson and Louise Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bess Marvin, NA, Mildred Benson and Edward Stratemeyer, NA, The Secret at Shadow Ranch, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bessie Potter, NA, Kevin Williamson (screenwriter), NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bet Lynch, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beta Ray Bill, NA, Walt Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Bailey, NA, NA, NA, Series 9 Episode 1, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Brennan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Clement, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Clemmons, NA, NA, NA, The Bittersweet Science December 14 2011, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Greene, NA, Glen Mazzara, NA, Bloodletting  (episode 2.02), NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Hunter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Morgan (Hollyoaks), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Raines, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Tinker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Wallace, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bethany Cabe, NA, David Michelinie and Bob Layton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bethany Platt, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betsey Trotwood, NA, Charles Dickens, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betsy Bobbin, NA, L. Frank Baum, NA, The Tik-Tok Man of Oz (1913), NA, NA, NA, NA, NA, NA, NA, NA, NA
Bette Kane, NA, Sheldon Moldoff and Bill Finger and George Pérez and Tom Grummett, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bette Katzenkazrahi, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bette Porter, NA, Ilene Chaiken, NA, Pilot (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Anderson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Applewhite, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Boop, NA, Max Fleischer and Grim Natwick, NA, Dizzy Dishes (1930), NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Brant, NA, Steve Ditko and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Clawman, NA, Steve Englehart and Joe Staton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Cooper, NA, Bob Montana, NA, Pep Comics #22 (December 1941), NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Draper, NA, Matthew Weiner, NA, Smoke Gets in Your Eyes (1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Eagleton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Jo Bradley, Female, Paul Henning, NA, Spur Line to Shady Rest, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Ross, NA, Jack Kirby and Steve Englehart and Stan Lee and Ed McGuinness and Jeph Loeb and Herb Trimpe, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Rubble, NA, Hanna-Barbera, NA, The Flagstones (1959), Caveman, NA, NA, NA, NA, NA, NA, NA, NA
Betty Suarez, NA, Silvio Horta, NA, Pilot and (episode 1.01)., NA, NA, NA, NA, NA, NA, NA, NA, NA
Betty Williams (Coronation Street), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beverly Marshall, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beverly Switzler, NA, Frank Brunner and Steve Gerber, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beyonder, NA, Jim Shooter and Mike Zeck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bhanumati (Mahabharata), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bharadwaja, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bharthari, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bheriya, NA, Dheeraj Verma, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bhima, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bhokal, NA, Sanjay Gupta (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bholu (mascot), NA, National Institute of Design, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bhrigu, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bi-Beast, NA, Steve Englehart and Herb Trimpe, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bianca Castafiore, NA, Hergé, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bianca Jackson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bianca Montgomery, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bianca Scott, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bias (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bibbo Bibbowski, NA, Jerry Ordway and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bienor (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Biff Fowler, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Biff Tannen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Bad Wolf, NA, Larry White, NA, Three Little Pigs(May 27 1933), NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Barda, NA, Jack Kirby, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Ben (comics), NA, Dez Skinn, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Bertha (comics), NA, John Byrne (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Bird, NA, Jim Henson and Kermit Love, NA, November 10 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Brother (Nineteen Eighty-Four), NA, George Orwell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Giant Head, Male, Bonnie and Terry Turner, NA, Dick's Big Giant Headache: Pt. 1, Extraterrestrials in fiction, NA, NA, NA, NA, NA, NA, NA, NA
Big Man, NA, Bill Mantlo and Sal Buscema, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Pussy Bonpensiero, NA, David Chase, NA, Pilot (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Sir (comics), NA, Carmine Infantino and Cary Bates, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Big Wheel (comics), NA, Mike Esposito (comics) and Marv Wolfman and Ross Andru, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Biggles, NA, W. E. Johns, NA, The White Fokker (1932), NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Buchanan, NA, NA, NA, Day 4 – Episode 15, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Compton (The Southern Vampire Mysteries), NA, Charlaine Harris, NA, Novel: and Television: and Dead Until Dark and Strange Love, Vampire, NA, NA, NA, NA, NA, NA, NA, NA
Bill Dauterive, NA, NA, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Foster (comics), NA, Stan Lee and Don Heck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Henrickson, NA, Mark V. Olsen, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Horton (Days of Our Lives), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Lewis III, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Lumbergh, NA, Mike Judge, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Savage, NA, Pat Mills, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Sikes, NA, Charles Dickens, NA, Oliver Twist, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Spencer, Jr., NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Spencer (The Bold and the Beautiful), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Tanner, NA, Ian Fleming, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Webster, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill and Ben (Thomas the Tank Engine), NA, Wilbert Awdry, NA, Main Line Engines and Percy Takes the Plunge (Thomas & Friends), NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill the Cat, NA, Berkeley Breathed, NA, June 13 1982, Cat, NA, NA, NA, NA, NA, NA, NA, NA
Bill the Lizard, NA, Lewis Carroll, NA, "Alices Adventures in Wonderland" and Alice in Wonderland, Lizard, NA, NA, NA, NA, NA, NA, NA, NA
Billie Frank (Rude Awakening), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billie Jackson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billie Jenkins, NA, NA, NA, Still Charmed & Kicking, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billie Jo Bradley, Female, Paul Henning, NA, Spur Line to Shady Rest, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billie Reed, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billina, NA, L. Frank Baum, NA, Ozma of Oz (1907), Chicken, NA, NA, NA, NA, NA, NA, NA, NA
Billy Abbott, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Bones, NA, Robert Louis Stevenson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Bunter, NA, Charles Hamilton (writer), NA, The Magnet #1 The Making of Harry Wharton (1908), NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Corkhill, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Hopwood, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Keikeya, NA, NA, NA, Miniseries, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Kennedy (Neighbours), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Kincaid, NA, Todd McFarlane, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Lewis II, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Mitchell (EastEnders), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Pilgrim, NA, Kurt Vonnegut, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Van Arsdale, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Whizz, NA, Malcolm Judge, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy the Fish, NA, Chris Donald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy the Puppet (Saw), Puppet, James Wan, NA, Saw (short), NA, NA, NA, NA, NA, NA, NA, NA, NA
Bimbo (Fleischer Studios), NA, Fleischer Studios, NA, Out of the Inkwell (1930), Border Collie, NA, NA, NA, NA, NA, NA, NA, NA
Binnie Roberts, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Biollante, NA, Kazuki Ōmori, NA, Godzilla vs. Biollante (1989), Godzilla and Rose and Human, NA, NA, NA, NA, NA, NA, NA, NA
Biotrog, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Biranha, NA, Michael Turner (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bird-Brain, NA, Louise Simonson and June Brigman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bird-Man, NA, Wally Wood and Gene Colan and Jo Duffy and Bob Powell and Roger McKenzie (comics) and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bisaltes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bishop (comics), NA, Whilce Portacio and Jim Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bishop Myriel, NA, Victor Hugo, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bison (comics), NA, Tom DeFalco and Al Milgrom, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bizarra, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bizarro, NA, Otto Binder and George Papp and Superman and Joe Shuster, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Adam, NA, Otto Binder and C. C. Beck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Alice (comics), NA, Gail Simone and Ed Benes and Joe_Prado, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Beetle (DC Comics), NA, Matthew Sturges and Norm Rapmund and Dan Jurgens and Geoff Johns, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Bolt, NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Box (comics), NA, Joe Madureira and Fabian Nicieza, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Canary, NA, Robert Kanigher and Carmine Infantino, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Cat (comics), NA, Marv Wolfman and Keith Pollard, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Condor, NA, Will Eisner and Rags Morales and Brian Augustyn and Jimmy Palmiotti and Lou Fine and Daniel Acuña, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Crow (comics), NA, J. M. DeMatteis and Paul Neary, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Fox (comics), NA, John Byrne (comics) and Tom DeFalco and Roger Stern and Ron Frenz, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Hand (comics), NA, John Broome (writer) and Gil Kane, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Jack (character), NA, Osamu Tezuka, NA, Black Jack Chapter 1 (November 19 1973), NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Jack Tarr, NA, Jim Starlin and Steve Englehart, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Knight (Dane Whitman), NA, John Buscema and Roy Thomas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Knight (Nathan Garrett), NA, Dick Ayers and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Knight (Sir Percy), NA, Stan Lee and Joe Maneely, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Lightning, NA, Tony Isabella, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Mamba (comics), NA, Ralph Macchio (comics) and Mark Gruenwald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Manta, NA, Nick Cardy and Bob Haney, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Mariah (comics), NA, Steve Englehart and George Tuska and Billy Graham (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Marvel, NA, Al Gabriele, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Mask (comics), NA, Doug Moench and Tom Mandrake, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Mass (comics), NA, Chuck Patton and Gerry Conway, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Orchid (comics), NA, Neil Gaiman and Jeff Lemire and Sheldon Mayer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Owl, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Panther (comics), NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Pirate, NA, Sheldon Moldoff, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Raazer, NA, Bill Mantlo, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Racer (DC Comics), NA, Jack Kirby, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Racer (Marvel Comics), NA, Tom Morgan (comics) and Mark Gruenwald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Samson (comics), NA, Robert Kirkman and Cory Walker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Spectre, NA, Bill Sienkiewicz and Doug Moench, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Spider, NA, Ernie Chan and Joe Bennett (artist) and Eddy Barrows and Gerry Conway and Doug Moench and Gail Simone and Kelley Jones, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Swan (comics), NA, Jonathan Hickman and Udon Entertainment and Gail Simone and Steve Epting, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Talon (comics), NA, John Buscema and Gene Colan and Len Wein and Gerry Conway, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Tarantula, NA, Tom DeFalco and Steve Skroce, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Terror, NA, Richard E. Hughes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Thorn (comics), NA, Paul Kupperberg and Tod_Smith, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Tom Cassidy, NA, Chris Claremont and Dave Cockrum, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Vulcan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Widow (Claire Voyant), NA, Harry Sahle and George Kapitan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Widow (Natasha Romanova), NA, Don Rico and Stan Lee and Don Heck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Widow (Yelena Belova), NA, Devin K. Grayson and J. G. Jones, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Black Zero, NA, Karl Kesel and Tom Grummett, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackbriar Thorn, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackfire, NA, George Pérez and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackford Oakes, NA, William F. Buckley Jr., NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackheart, NA, John Romita Jr. and Ann Nocenti and Jason Aaron, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blacklight (Image Comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blacklight (MC2), NA, Tom DeFalco and Ron Frenz, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackout (comics), NA, Tom Palmer (comics) and Marv Wolfman and Carmine Infantino and Howard Mackie, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackthorn (comics), NA, Peter B. Gillis and Brent Anderson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackwing, NA, Gerry Conway and Don Heck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blackwulf, NA, Angel Medina (artist) and Glenn_Herdling, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blacque Jacque Shellacque, Male, Robert McKimson, NA, NA, Human, NA, NA, NA, NA, NA, NA, NA, NA
Blade (comics), NA, Gene Colan and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
8-Ball (comics), NA, Bob Budiansky and Bret Blevins, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blaine Anderson, NA, Ryan Murphy (writer) and Brad Falchuk and Ian Brennan (writer), NA, Never Been Kissed, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blair Cramer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blair Waldorf, NA, Cecily von Ziegesar and Josh Schwartz and Stephanie Savage, NA, Pilot and (episode 1.01) and Novel: and Gossip Girl and Television:, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blaise Jeannot Andrieux, NA, Melinda M. Snodgrass, NA, Aces Abroad (1988), NA, NA, NA, NA, NA, NA, NA, NA, NA
Blake Carrington, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blake Dean (Home and Away), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blake Marler, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blake Tower, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blanche Devereaux, NA, NA, NA, September 14 1985 and The Engagement and (The Golden Girls), NA, NA, NA, NA, NA, NA, NA, NA, NA
Blanche DuBois, NA, Tennessee Williams, NA, A Streetcar Named Desire, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blanche Hunt, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blank (comics), NA, Bob Hall (comics) and Roger Stern, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blaquesmith, NA, Darko Macan and Jeph Loeb and Ian Churchill and Igor Kordey, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blastaar, NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blaze and Satanus, NA, Brett Breeding and Curt Swan and Marv Wolfman and Roger Stern, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blazing Skull, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bleez, NA, Shane Davis and Geoff Johns, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blight (comics), NA, Dan Abnett and Andy Lanning and Olivier Coipel, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blind Al, NA, Joe Kelly (writer) and Ed McGuinness, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blindfold (comics), NA, Joss Whedon and John Cassaday, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bling!, NA, Peter Milligan and Salvador Larroca, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blink (comics), NA, Joe Madureira and Scott Lobdell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bliss (Marvel Comics), NA, Chris Claremont and Kieron Dwyer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bliss (Wildstorm), NA, J. Scott Campbell and Brandon Choi and Jim Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blithe (comics), NA, Peter David and Gary Frank, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blizzard (comics), NA, David Michelinie and Stan Lee and Bob Layton and Don Heck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bloat (Wild Cards), NA, NA, NA, One-Eyed Jacks (1987), NA, NA, NA, NA, NA, NA, NA, NA, NA
Blob (comics), NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blockbuster (DC Comics), NA, Gardner Fox and Roger Stern and Carmine Infantino and Tom Lyle, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blok (comics), NA, Gerry Conway, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bloke (comics), NA, Mike Allred and Peter Milligan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blonde Phantom, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Blood Brothers (comics), NA, Jim Starlin and Mike Friedrich, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
