title, gender, creator, genre, firstAppearance, species, birthDate, birthYear, deathDate, deathYear, deathCause, ethnicity, religion, nationality, country, region
Red Hood, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red John, NA, NA, NA, Red Hair and Silver Tape, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red King (DC Comics), NA, Dan Slott and Dan Jurgens, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red King (Marvel Comics), NA, Greg Pak and Carlo Pagulayan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red King (Through the Looking-Glass), NA, Lewis Carroll, NA, Through the Looking-Glass, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Lotus (comics), NA, Chris Claremont and Salvador Larroca, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Nine, NA, Dave Cockrum, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Panzer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Queen (Through the Looking-Glass), NA, Lewis Carroll, NA, Through the Looking-Glass, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Raven (Marvel Comics), NA, Joe Simon and Louis Cazeneuve, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Razors, NA, Mark Millar and Steve Yeowell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Ronin, NA, Doug Moench and Herb Trimpe, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Shift (comics), NA, Louise Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Skull, NA, Jack Kirby and Joe Simon and France Herron, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Sonja, NA, Robert E. Howard and Roy Thomas and Barry Windsor-Smith, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Star (comics), NA, Marv Wolfman and Len Wein, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Tornado, NA, Gardner Fox and Dick Dillin, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Tornado (Ma Hunkel), NA, Sheldon Mayer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Volcano, NA, Grant Morrison and Aaron Lopresti and Gail Simone, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Red Wolf (comics), NA, Gardner Fox and John Buscema and Roy Thomas and Mark Gruenwald and Herb Trimpe and Syd Shores, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reddy Kilowatt, NA, Ashton B. Collins Sr., NA, March 14 1926, NA, NA, NA, NA, NA, NA, NA, NA, NA
Redneck (comics), NA, Grant Morrison and Frank Quitely, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Redstone (comics), NA, Mark Gruenwald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reep Daggle, NA, Jerry Siegel and Jim Mooney, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reese Williams and Bianca Montgomery, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Refaat Ismael, NA, Ahmed Khaled Tawfik, NA, 1993 in (Ma Waraa Al Tabiaa) first release, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reflecto, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Regan MacNeil, NA, William Peter Blatty, NA, The Exorcist, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reggie Mantle, NA, NA, NA, Jackpot Comics #5 and Spring 1942 (one panel) and Jackpot Comics #6 Summer 1942 (full appearance), NA, NA, NA, NA, NA, NA, NA, NA, NA
Regina Mills, NA, Adam Horowitz and Edward Kitsis, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rei Ayanami, NA, Yoshiyuki Sadamoto and Gainax, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rei Shimura, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reid Oliver, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reignfire, NA, Fabian Nicieza, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Relampago, NA, Margarito C. Garza, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rembrandt Brown, NA, Tracy Tormé and Robert K. Weiss, NA, Sliders Part One, NA, NA, NA, NA, NA, NA, NA, NA, NA
Remy Boudreau, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ren and Stimpy (characters), NA, John Kricfalusi, NA, NA, Cat and Chihuahua (dog), NA, NA, NA, NA, NA, NA, NA, NA
Rene Sheppard, NA, Tom Fontana, NA, September 25 1998 and (7x01 La Familgia) (HLOTS), NA, NA, NA, NA, NA, NA, NA, NA, NA
Renee Bradshaw, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renee Montoya, NA, Mitch Brian and Laren Bright and Sean Catherine Derek, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renee Perry, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renee Walker, NA, NA, NA, Day 7 – Episode 1, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renfield, NA, Bram Stoker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renfield Turnbull, NA, Paul Gross, NA, A Bird in the Hand, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renji Abarai, NA, Tite Kubo, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
René Artois, NA, NA, NA, Pilot: The British Are Coming, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renée DuMonde, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Renée Rienne, Female, NA, NA, Prophet Five and (episode 5.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Reptar, Tyrannosaurus, NA, NA, Rugrats and At the Movies (1991), NA, NA, NA, NA, NA, NA, NA, NA, NA
Reptil, NA, Christos Gage and Steve Uy, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reptilla, NA, George Pérez and Len Wein, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reptyl, NA, Steve Englehart and Joe Staton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rerun van Pelt, NA, NA, NA, March 26 1973, NA, NA, NA, NA, NA, NA, NA, NA, NA
Resurrection Man (comics), NA, Dan Abnett and Jackson Guice and Andy Lanning, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rev. Augustine Mulliner, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rev (comics), NA, Klaus Janson and Mike Baron, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Reva Shayne, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Revan, Star Wars canon, NA, NA, Star Wars: Knights of the Old Republic(2003), List of Star Wars species (F–J), NA, NA, NA, NA, NA, NA, NA, NA
Revanche, NA, Andy Kubert and Fabian Nicieza, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Revolutionary (comics), NA, Dan Slott and Christos Gage and Patrick Scherberger, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex (Police dog), NA, Peter Hajek and Peter_Moser, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Balsom, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Britten, Male, Kyle Killen, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Buckland, NA, NA, NA, I've Got You Under My Skin, List of magical beings in Charmed, NA, NA, NA, NA, NA, NA, NA, NA
Rex Carver, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Leech, NA, Doug Hazlewood and Karl Kesel and Tom Grummett, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Randall, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Splode, NA, Robert Kirkman and Cory Walker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Sterling, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex Van de Kamp, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rex the Wonder Dog, NA, Alex Toth and Robert Kanigher, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rey (Star Wars), NA, NA, NA, The Force Awakens (2015), NA, NA, NA, NA, NA, NA, NA, NA, NA
Rey Yan (Chronicles of the Cursed Sword), NA, Yeo_Beop-ryong and Park_Hui-jin, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rey family, NA, NA, NA, Gran estreno, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhacius, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhapsody (comics), NA, Peter David, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rharian Field, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhea Jones, NA, Paul Kupperberg and Steve Lightle, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhene (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rheneas, NA, NA, NA, Four Little Engines(The Railway Series) and Four Little Engines (Thomas & Friends), NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhett Butler, NA, Margaret Mitchell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhino (comics), NA, John Romita Sr. and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhoda Morgenstern, NA, James L. Brooks and Allan Burns, NA, Love Is All Around, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhodos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhoeo, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhomann Dey, NA, John Buscema and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhona Goskirk, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhonda Pearlman, NA, David Simon, NA, The Target (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhonda Volmer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhys Ashworth, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhys Lawson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rhys Sutherland, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ric Dalby, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ric Griffin, NA, Mal Young, NA, 4x01 Rogue Males 9 October 2001, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ric Lansing, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricardo (comic book character), NA, Marc Sleen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricardo Mendes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricardo Torres (Sunset Beach), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricardo Tubbs, NA, NA, NA, Brother's Keeper, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rich Hardbeck, NA, Jamie Brittain and Bryan Elsley, NA, Franky (episode 5.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Adar, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Alpert (Lost), NA, NA, NA, Not in Portland, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Castle, NA, Andrew W. Marlowe, NA, Flowers for Your Grave, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Cole (EastEnders), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Delancey, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Dragon, NA, "Dennis ONeil" and Jim Berry (cartoonist), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Fisk, NA, John Romita Sr. and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Harrow, NA, Terence Winter, NA, Home, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Hillman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Moser, NA, Peter Hajek and Peter_Moser, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Poole (character), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Roma, NA, David Mamet, NA, Glengarry Glen Ross, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Rory, NA, Steve Gerber and Val Mayerik, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Taylor (Hollyoaks), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Tyler (The 4400), NA, NA, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Webber, NA, Shonda Rhimes, NA, "A Hard Days Night" and 1x01 March 27 2005, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Winslow, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard Woolsey, NA, NA, NA, Heroes (Part 2) (SG-1), NA, NA, NA, NA, NA, NA, NA, NA, NA
Richard and Mary Parker, NA, Stan Lee and Larry Lieber, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richie Aprile, NA, David Chase, NA, Toodle Fucking-Oo (episode 2.03), NA, NA, NA, NA, NA, NA, NA, NA, NA
Richie Cunningham, Male, Garry Marshall, NA, Love and the Happy Days, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richie Gecko, NA, Quentin Tarantino and Robert Kurtzman, NA, From Dusk till Dawn, NA, NA, NA, NA, NA, NA, NA, NA, NA
Richie Rich (comics), NA, Warren Kremer and Alfred Harvey, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Alessi, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Deckard, NA, Philip K. Dick, NA, Do Androids Dream of Electric Sheep?, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Flag, NA, Robert Kanigher and Ross Andru, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Forrester, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Grimes, NA, Tony Moore (artist) and Robert Kirkman and Charlie Adlard, NA, Television: and Comic: and Issue #1 (October 8 2003) and Days Gone Bye and (1.01) (October 31 2010), NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Jones (comics), NA, Jack Kirby and Stan Lee and Ed McGuinness and Jeph Loeb, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Spleen, NA, Jack Dee, NA, Rubbish, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rick Stone (comics), NA, Dwayne McDuffie and John Paul Leon and Robert L. Washington III, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricki Tarr, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricky Butcher, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricky Campbell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricky Ricardo, Jr., NA, NA, NA, Lucy Goes to the Hospital, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricky Sharpe (Home and Away), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricky Williams (The Young and the Restless), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rico Dredd, NA, Mike McMahon (comics) and Pat Mills, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricochet (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ricote (Don Quixote), NA, Miguel de Cervantes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rictor, NA, Walt Simonson and Louise Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riddick, NA, Ken Wheat, NA, Pitch Black, The Chronicles of Riddick, NA, NA, NA, NA, NA, NA, NA, NA
Riddler, NA, Bill Finger and Dick Sprang, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ridge Forrester, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Right-Winger (comics), NA, Paul Neary and Mark Gruenwald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rijuda, Male, Buddhadeb Guha, NA, Rijudar Songe Jongole, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rikki Barnes, NA, Rob Liefeld and Jeph Loeb, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rilakkuma, NA, Aki Kondo, NA, 2003, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riley Adams, NA, NA, NA, Art Imitates Life, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riley Costello, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riley Freeman, NA, Aaron McGruder, NA, The Garden Party, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riley Morgan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riley Parker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rima, NA, William Henry Hudson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rina Lazarus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ringer (comics), NA, David Anthony Kraft and Keith Giffen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ringmaster (comics), NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ringo Brown, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riot (DC Comics), NA, Louise Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rip Hunter, NA, Ruben Moreira, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riptide (Image Comics), NA, Rob Liefeld, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Riptide (comics), NA, John Romita Jr. and Dan Green (artist) and Chris Claremont, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rishyasringa, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rising Sun (comics), NA, Ramona Fradon and E. Nelson Bridwell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Risk (comics), NA, Dan Jurgens, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Risque (comics), NA, Jeph Loeb and Adam Pollina, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rita Bennett, NA, NA, NA, (episode 1.01) and Television: and Novels: and Darkly Dreaming Dexter and Dexter, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rita Brannigan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rita Desjardin, NA, Stephen King, NA, Carrie, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rita Stapleton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rita Sullivan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ritchie Nobilio, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
River Tam, NA, Joss Whedon, NA, Serenity (Fireflyepisode), NA, NA, NA, NA, NA, NA, NA, NA, NA
R. J. Brande, NA, E. Nelson Bridwell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
R. J. Gannon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
R2-D2, NA, George Lucas, NA, Star Wars (1977), NA, NA, NA, NA, NA, NA, NA, NA, NA
Ra's al Ghul, NA, "Dennis ONeil" and Neal Adams, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Raa of the Caves, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rabbit (Winnie-the-Pooh), Male, A. A. Milne, NA, Winnie the Pooh and the Honey Tree (February 4 1966) and Winnie&ndash;the&ndash;Pooh (1926), Rabbit, NA, NA, NA, NA, NA, NA, NA, NA
Racer X (character), NA, Tatsuo Yoshida, NA, Challenge of the Masked Racer, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Armstrong, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Bailey, NA, Sally Wainwright, NA, Episode 1, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Berry, NA, Ryan Murphy (writer) and Brad Falchuk and Ian Brennan (writer), NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Bradley, NA, Mike Bullen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Cole-Alves, NA, Greg Rucka, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Cory Hutchins, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Dawes, NA, Christopher Nolan and David S. Goyer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Gannon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Gibson (Alias), Female, NA, NA, Prophet Five and (episode 5.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Goldstein, NA, NA, NA, 1x01 – Dead In The Water, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Green, NA, Marta Kauffman and David Crane (producer), NA, The Pilot and (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Hughes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Kinski, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel McKenna, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Summers, NA, John Byrne (comics) and John Romita Jr. and Chris Claremont, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Verinder, NA, Wilkie Collins, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rachel Welles, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rad (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Radek Zelenka, NA, NA, NA, Thirty-Eight Minutes, NA, NA, NA, NA, NA, NA, NA, NA, NA
Radian (Morituri), NA, Peter B. Gillis and Brent Anderson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Radiation Roy, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Radioactive Man (comics), NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Radius (comics), NA, Steven T. Seagle and Scott Clark (artist), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rae Cummings, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rae Wilson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rafael %22Rafi%22 Alvarez, NA, NA, NA, Legacy (2004), NA, NA, NA, NA, NA, NA, NA, NA, NA
Rafe Hernandez, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rafe Kovich and Alison Barrington, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rafe Rivera, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rafferty (comics), NA, James Robinson (writer), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rag Doll (Peter Merkel, Jr.), NA, Gail Simone and Dale Eaglesham, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rag Doll (comics), NA, Gardner Fox, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rage (comics), NA, Larry Hama and Paul Ryan (cartoonist), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ragged Robin (comics), NA, Grant Morrison and Steve Yeowell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Raggedy Ann, NA, Johnny Gruelle, NA, Raggedy Ann Stories, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ragman (comics), NA, Joe Kubert and Robert Kanigher, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ragnarok (comics), NA, Mark Millar and Steve McNiven, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ragol Al Mostaheel, NA, Nabil Farouk, NA, The Mysterious Disappearance, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rai (comics), NA, Jim Shooter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Raiders (comics), NA, David Michelinie and Bob Layton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rainbow Archer, NA, George Papp, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rainbow Girl, NA, Edmond Hamilton and John Forte, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rainie Cross, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Raj Koothrappali, NA, Chuck Lorre and Bill Prady, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rajan Rai, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Raker Qarrigat, NA, Scott Beatty, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rakhmetov, NA, Nikolay Chernyshevsky, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Rakkus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ralph Malph, Male, Garry Marshall, NA, All the Way, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ralph Wolf and Sam Sheepdog, NA, Chuck Jones, NA, Don't Give Up the Sheep (January 3 1953), Gray wolf and Briard, NA, NA, NA, NA, NA, NA, NA, NA
Santana Andrade, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Santana Lopez, NA, Ryan Murphy (writer) and Brad Falchuk and Ian Brennan (writer), NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Santanico Pandemonium, NA, Quentin Tarantino and Robert Rodriguez and Robert Kurtzman, NA, From Dusk till Dawn(1996), Dhampir, NA, NA, NA, NA, NA, NA, NA, NA
Santiago (The Vampire Chronicles), NA, Anne Rice, NA, Interview with the Vampire (1976), Vampire, NA, NA, NA, NA, NA, NA, NA, NA
Santo DiMera, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Saon (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sapphire (comics), NA, Kurt Busiek and Tom Grummett, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sapphire Stagg, NA, Bob Haney and Ramona Fradon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sara Cummings, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
